psbA|GeneID:14412515|photosystem_II_protein_D1	AtCg00020	99.7	1.49e-264	713	1840	353	354	353
psbK|GeneID:14412389|photosystem_II_protein_K	AtCg00070	82.0	2.99e-29	94.7	234	61	62	61
psbI|GeneID:14412390|photosystem_II_protein_I	AtCg00080	100	2.42e-20	70.5	171	36	37	36
atpA|GeneID:14412394|ATP_synthase_CF1_alpha_subunit	AtCg00120	95.0	0.0	901	2328	507	508	505
atpF|GeneID:14412395|ATP_synthase_CF0_B_subunit	AtCg00130	88.6	1.13e-111	312	800	184	185	184
atpH|GeneID:14412396|ATP_synthase_CF0_C_subunit	AtCg00140	98.8	5.85e-47	140	354	81	82	81
atpI|GeneID:14412397|ATP_synthase_CF0_A_subunit	AtCg00150	92.8	2.13e-168	461	1186	247	250	249
psbM|GeneID:14412404|PSII_M_protein	AtCg00220	100	6.97e-17	61.6	148	34	35	34
psbD|GeneID:14412409|photosystem_II_protein_D2	AtCg00270	99.2	1.61e-268	723	1866	353	354	353
psbC|GeneID:14412410|photosystem_II_44_kDa_protein	AtCg00280	98.7	0.0	979	2531	473	474	473
psbZ|GeneID:14412412|photosystem_II_protein_Z	AtCg00300	98.4	3.05e-36	112	280	62	63	62
psaB|GeneID:14412416|photosystem_I_P700_chlorophyll_a_apoprotein_A2	AtCg00340	97.7	0.0	1508	3903	734	735	734
psaA|GeneID:14412417|photosystem_I_P700_chlorophyll_a_apoprotein_A1	AtCg00350	97.9	0.0	1526	3950	750	751	750
ndhJ|GeneID:14412424|NADH_dehydrogenase_subunit_J	AtCg00420	89.9	3.74e-111	309	791	158	159	158
ndhK|GeneID:14412425|NADH_dehydrogenase_subunit_K	AtCg00430	89.8	2.46e-143	398	1023	282	226	225
ndhK|GeneID:14412425|NADH_dehydrogenase_subunit_K	GRMZM2G448142_T01.CDS	82.4	8.05e-142	395	1016	282	255	255
ndhC|GeneID:14412426|NADH_dehydrogenase_subunit_3	AtCg00440	90.8	4.17e-74	212	540	120	121	120
atpE|GeneID:14412429|ATP_synthase_CF1_epsilon_subunit	AtCg00470	91.7	1.45e-80	229	585	133	133	132
atpB|GeneID:14412430|ATP_synthase_CF1_beta_subunit	AtCg00480	94.6	0.0	910	2352	498	499	498
atpB|GeneID:14412430|ATP_synthase_CF1_beta_subunit	GRMZM2G385622_T01.CDS	91.8	0.0	888	2295	498	499	498
atpB|GeneID:14412430|ATP_synthase_CF1_beta_subunit	GRMZM5G808402_T01.CDS	91.8	0.0	888	2295	498	499	498
atpB|GeneID:14412430|ATP_synthase_CF1_beta_subunit	GRMZM2G448389_T01.CDS	91.6	0.0	887	2291	498	499	498
atpB|GeneID:14412430|ATP_synthase_CF1_beta_subunit	GRMZM2G062854_T01.CDS	91.2	1.53e-267	729	1882	498	410	409
atpB|GeneID:14412430|ATP_synthase_CF1_beta_subunit	GRMZM2G448142_T03.CDS	95.7	2.80e-247	679	1753	498	449	368
atpB|GeneID:14412430|ATP_synthase_CF1_beta_subunit	GRMZM2G448142_T02.CDS	95.7	2.80e-247	679	1753	498	449	368
rbcL|GeneID:14412431|ribulose	AtCg00490	94.9	0.0	934	2415	475	480	475
rbcL|GeneID:14412431|ribulose	GRMZM2G360821_T01.CDS	93.3	0.0	921	2380	475	484	476
rbcL|GeneID:14412431|ribulose	GRMZM2G385635_T01.CDS	93.3	0.0	921	2380	475	484	476
rbcL|GeneID:14412431|ribulose	GRMZM2G448344_T01.CDS	93.3	0.0	921	2380	475	484	476
rbcL|GeneID:14412431|ribulose	GRMZM5G815453_T01.CDS	93.3	0.0	921	2380	475	484	476
psaI|GeneID:14412433|PSI_reaction_center_subunit_VIII	AtCg00510	83.3	4.50e-14	54.7	130	36	38	36
psbJ|GeneID:14412437|photosystem_II_protein_J	AtCg00550	95.0	7.87e-23	77.0	188	40	41	40
psbL|GeneID:14412438|photosystem_II_protein_L	AtCg00560	97.4	1.40e-22	76.3	186	38	39	38
psbF|GeneID:14412439|photosystem_II_protein_VI	AtCg00570	100	2.66e-25	83.2	204	39	40	39
psbE|GeneID:14412440|photosystem_II_protein_V	AtCg00580	100	1.02e-59	173	438	83	84	83
psaJ|GeneID:14412445|PSI_reaction_centre_subunit_IX	AtCg00630	97.7	6.53e-28	90.1	222	44	45	44
psbB|GeneID:14412451|photosystem_II_47_kDa_protein	AtCg00680	98.0	0.0	1050	2716	508	509	508
psbN|GeneID:14412453|photosystem_II_protein_N	AtCg00700	100	3.55e-27	88.2	217	43	44	43
psbH|GeneID:14412454|photosystem_II_protein_H	AtCg00710	90.4	1.53e-43	131	330	73	74	73
ndhB|GeneID:14412473|NADH_dehydrogenase_subunit_2	AtCg00890	96.4	2.57e-264	721	1860	510	390	387
ndhD|GeneID:14412489|NADH_dehydrogenase_subunit_4	AtCg01050	86.3	6.20e-318	861	2224	504	507	497
ndhD|GeneID:14412489|NADH_dehydrogenase_subunit_4	GRMZM5G800096_T01.CDS	82.5	2.18e-304	827	2136	504	516	497
psaC|GeneID:14412490|photosystem_I_subunit_VII	AtCg01060	100	1.38e-45	137	345	81	82	81
ndhE|GeneID:14412491|NADH_dehydrogenase_subunit_4L	AtCg01070	91.1	1.72e-55	164	414	101	102	101
ndhG|GeneID:14412492|NADH_dehydrogenase_subunit_6	AtCg01080	84.1	5.55e-99	280	715	176	177	176
ndhI|GeneID:14412493|NADH_dehydrogenase_subunit_I	AtCg01090	92.2	9.03e-104	291	745	167	173	167
ndhA|GeneID:14412494|NADH_dehydrogenase_subunit_1	AtCg01100	87.6	1.10e-220	603	1554	363	361	363
