psbA|GeneID:803183|photosystem_II_protein_D1	AtCg00020	98.9	8.24e-262	706	1822	353	354	353
matK|GeneID:803196|maturase_K	GRMZM5G836994_T01.CDS	86.9	0.0	891	2302	511	545	510
psbI|GeneID:803116|photosystem_II_protein_I	AtCg00080	100	2.42e-20	70.5	171	36	37	36
psbD|GeneID:803167|photosystem_II_protein_D2	AtCg00270	96.9	7.06e-263	709	1829	353	354	353
psbC|GeneID:803153|photosystem_II_44_kDa_protein	AtCg00280	94.5	0.0	932	2408	473	474	473
psbZ|GeneID:803093|photosystem_II_protein_Z	AtCg00300	90.3	8.44e-34	106	264	62	63	62
psbM|GeneID:803142|photosystem_II_protein_M	AtCg00220	94.1	1.16e-15	58.5	140	34	35	34
atpI|GeneID:803092|ATP_synthase_CF0_A_subunit	AtCg00150	90.8	1.38e-164	451	1161	247	250	249
atpH|GeneID:803095|ATP_synthase_CF0_C_subunit	AtCg00140	97.5	2.38e-46	139	350	81	82	81
atpA|GeneID:803205|ATP_synthase_CF1_alpha_subunit	AtCg00120	86.1	5.43e-296	805	2080	504	508	504
psaB|GeneID:803182|photosystem_I_P700_chlorophyll_a_apoprotein_A2	AtCg00340	96.7	0.0	1497	3876	734	735	734
psaA|GeneID:803163|photosystem_I_P700_chlorophyll_a_apoprotein_A1	AtCg00350	97.1	0.0	1520	3936	750	751	750
ndhJ|GeneID:803097|NADH_dehydrogenase_subunit_J	AtCg00420	81.5	1.84e-100	282	721	159	159	157
ndhK|GeneID:803151|NADH_dehydrogenase_subunit_K	GRMZM2G448142_T01.CDS	95.1	3.21e-166	456	1172	245	255	247
ndhK|GeneID:803151|NADH_dehydrogenase_subunit_K	AtCg00430	84.4	3.22e-134	374	959	245	226	225
ndhC|GeneID:803087|NADH_dehydrogenase_subunit_3	AtCg00440	84.2	1.91e-70	203	516	120	121	120
atpE|GeneID:803096|ATP_synthase_CF1_epsilon_subunit	GRMZM2G448142_T03.CDS	93.7	3.99e-45	149	375	137	449	79
